source_system,source_order_id,customer_mobile,customer_email,customer_name,order_date,amount_inr,items_count,category,store_id
loyalty,LOY-0002276,9480699905,rajesh.khan263@hotmail.com,Rajesh Khan,2026-03-04 10:00:00,581.45,1,Coffee Beans 250g,online
pos,POS-0002277,9880015829,akash.joshi577@outlook.com,Akash Joshi,2026-03-31 03:00:00,413.19,2,Pastry,CHE-01
loyalty,LOY-0002278,8389978588,abhishek_pillai286@gmail.com,Abhishek Pillai,2026-02-28 02:00:00,323.27,1,Cold Brew,online
loyalty,LOY-0002279,7888171496,divya.rao340@gmail.com,Divya Rao,2026-04-04 04:00:00,351.11,2,Pastry,online
pos,POS-0002280,8543458257,smita_agarwal724@rediffmail.com,Smita Agarwal,2026-04-14 15:00:00,4257.43,1,Bulk Order,DEL-02
pos,POS-0002281,7708362988,rakesh.joshi1077@gmail.com,Rakesh Joshi,2026-03-13 21:00:00,211.91,2,Pastry,BLR-02
pos,POS-0002282,7580701874,deepak_mukherjee987@rediffmail.com,Deepak Mukherjee,2026-05-26 20:00:00,1206.32,2,Coffee Beans 250g,BLR-03
loyalty,LOY-0002283,9763328389,nisha.tiwari1488@hotmail.com,Nisha Tiwari,2026-03-23 18:00:00,230.15,1,Espresso,online
loyalty,LOY-0002284,9726055181,kavya.shah495@outlook.com,Kavya Shah,2026-05-24 08:00:00,1110.89,1,Merchandise,online
pos,POS-0002285,8573309258,asha_choudhary171@yahoo.com,Asha Choudhary,2026-04-11 05:00:00,338.4,1,Cold Brew,BLR-03
ecommerce,ECO-0002286,9742558922,rohankhanna795@gmail.com,Rohan Khanna,2026-03-25 16:00:00,743.75,1,Merchandise,online
loyalty,LOY-0002287,9014149621,rashmi_banerjee1070@outlook.com,Rashmi Banerjee,2026-04-29 08:00:00,754.14,1,Coffee Beans 250g,online
loyalty,LOY-0002288,8508879907,rajesh_mehta1273@gmail.com,Rajesh Mehta,2026-04-05 21:00:00,1337.69,2,Coffee Beans 250g,online
pos,POS-0002289,7967997264,siddharth.tiwari1069@outlook.com,Siddharth Tiwari,2026-03-06 14:00:00,5728.26,3,Bulk Order,DEL-01
loyalty,LOY-0002290,8586766865,arjun_subramanian334@outlook.com,Arjun Subramanian,2026-03-02 09:00:00,1223.98,2,Coffee Beans 250g,online
ecommerce,ECO-0002291,9341059158,ashok_sharma1092@outlook.com,Ashok Sharma,2026-01-19 05:00:00,1962.43,4,Coffee Beans 250g,online
loyalty,LOY-0002292,7673778385,karthik_malhotra294@hotmail.com,Karthik Malhotra,2026-02-21 07:00:00,842.33,1,Merchandise,online
ecommerce,ECO-0002293,8134685493,aditya.naidu1014@hotmail.com,Aditya Naidu,2026-04-11 02:00:00,126.89,1,Pastry,online
pos,POS-0002294,8935349458,anil_mishra348@gmail.com,Anil Mishra,2026-04-30 07:00:00,204.42,1,Pastry,BLR-03
pos,POS-0002295,9030968559,rohit.qureshi563@gmail.com,Rohit Qureshi,2026-03-04 22:00:00,928.36,1,Merchandise,MUM-02
ecommerce,ECO-0002296,9000277819,latha.menon158@hotmail.com,Latha Menon,2025-12-14 03:00:00,598.52,1,Coffee Beans 250g,online
pos,POS-0002297,9915637508,kiran_banerjee941@outlook.com,Kiran Banerjee,2025-07-17 18:00:00,423.43,2,Pastry,CHE-01
ecommerce,ECO-0002298,8599994888,nehajoshi582@yahoo.com,Neha Joshi,2026-05-22 21:00:00,239.04,1,Espresso,online
loyalty,LOY-0002299,9793882880,sushma.pandey1342@hotmail.com,Sushma Pandey,2026-04-17 12:00:00,327.67,1,Sandwich,online
pos,POS-0002300,7680748198,ashokkumar394@rediffmail.com,Ashok Kumar,2025-10-26 15:00:00,230.76,1,Sandwich,DEL-02
loyalty,LOY-0002301,7388112301,rakesh.mishra413@yahoo.com,Rakesh Mishra,2026-06-02 14:00:00,727.31,3,Cold Brew,online
ecommerce,ECO-0002302,9815382156,priyabanerjee562@rediffmail.com,Priya Banerjee,2026-03-08 18:00:00,82.37,1,Pastry,online
pos,POS-0002303,9845045454,kiran_desai293@outlook.com,Kiran Desai,2026-05-07 00:00:00,724.78,1,Coffee Beans 250g,CHE-01
loyalty,LOY-0002304,7804040361,asha_subramanian74@outlook.com,Asha Subramanian,2026-05-19 02:00:00,337.34,1,Cold Brew,online
pos,POS-0002305,8070317155,abhishekkumar553@rediffmail.com,Abhishek Kumar,2025-10-07 21:00:00,1454.46,2,Coffee Beans 250g,BLR-01
loyalty,LOY-0002306,7903725038,mohan.verma132@gmail.com,Mohan Verma,2026-06-08 08:00:00,723.74,2,Sandwich,online
loyalty,LOY-0002307,9414319448,karthik.reddy1472@outlook.com,Karthik Reddy,2026-02-20 19:00:00,4553.3,1,Bulk Order,online
loyalty,LOY-0002308,9111882537,maheshali550@hotmail.com,Mahesh Ali,2026-05-25 18:00:00,507.74,2,Cold Brew,online
loyalty,LOY-0002309,7619741372,riya.sen1364@hotmail.com,Riya Sen,2026-05-15 22:00:00,266.84,1,Cappuccino,online
loyalty,LOY-0002310,7747394018,sushmachatterjee63@hotmail.com,Sushma Chatterjee,2025-11-26 01:00:00,293.45,1,Sandwich,online
ecommerce,ECO-0002311,8946744699,sapna.ahmed1243@yahoo.com,Sapna Ahmed,2026-05-05 07:00:00,349.72,1,Cappuccino,online
pos,POS-0002312,9071089996,poojapillai1065@hotmail.com,Pooja Pillai,2025-08-22 14:00:00,747.28,1,Merchandise,CHE-01
pos,POS-0002313,9609433192,kiran.desai1480@outlook.com,Kiran Desai,2026-03-23 09:00:00,2917.18,1,Bulk Order,CHE-01
pos,POS-0002314,8931320554,yash_verma609@gmail.com,Yash Verma,2026-04-05 00:00:00,1090.76,2,Coffee Beans 250g,HYD-01
pos,POS-0002315,7716654456,abhishekpillai108@gmail.com,Abhishek Pillai,2026-04-30 12:00:00,667.58,2,Cappuccino,PUN-01
loyalty,LOY-0002316,7227574667,siddharth_banerjee1204@outlook.com,Siddharth Banerjee,2026-06-06 08:00:00,181.38,1,Pastry,online
ecommerce,ECO-0002317,9839940094,tarun.banerjee62@rediffmail.com,Tarun Banerjee,2026-05-19 06:00:00,648.17,1,Coffee Beans 250g,online
pos,POS-0002318,8405779277,tarun_banerjee51@rediffmail.com,Tarun Banerjee,2026-01-21 02:00:00,606.26,1,Merchandise,BLR-01
pos,POS-0002319,8482601294,lakshmigupta588@gmail.com,Lakshmi Gupta,2026-05-14 23:00:00,244.19,1,Espresso,MUM-01
ecommerce,ECO-0002320,8208742325,bhavana_nair508@yahoo.com,Bhavana Nair,2026-01-08 02:00:00,300.34,1,Cappuccino,online
ecommerce,ECO-0002321,7560574123,mohanmenon1402@yahoo.com,Mohan Menon,2025-09-02 18:00:00,952.46,2,Coffee Beans 250g,online
pos,POS-0002322,7794868485,asha_tiwari1167@rediffmail.com,Asha Tiwari,2026-02-23 23:00:00,715.93,2,Cold Brew,BLR-01
pos,POS-0002323,7387018392,tara.patel956@rediffmail.com,Tara Patel,2025-04-08 23:00:00,275.39,1,Cappuccino,PUN-01
loyalty,LOY-0002324,8223029365,sanjaypillai698@outlook.com,Sanjay Pillai,2026-05-18 07:00:00,472.3,2,Pastry,online
pos,POS-0002325,7767313856,sanjay_reddy1315@hotmail.com,Sanjay Reddy,2025-09-11 10:00:00,6392.43,3,Bulk Order,CHE-01
loyalty,LOY-0002326,7229080795,neha.tiwari99@gmail.com,Neha Tiwari,2026-04-10 02:00:00,186.5,1,Sandwich,online
ecommerce,ECO-0002327,7466958727,zarabansal59@outlook.com,Zara Bansal,2026-05-08 11:00:00,1360.82,3,Coffee Beans 250g,online
pos,POS-0002328,8023482651,nikhilshah1227@yahoo.com,Nikhil Shah,2025-12-08 00:00:00,180.72,1,Sandwich,HYD-01
pos,POS-0002329,9915637508,kiran_banerjee941@outlook.com,Kiran Banerjee,2026-02-17 00:00:00,293.75,1,Cappuccino,HYD-01
ecommerce,ECO-0002330,9964871605,anjalipillai285@hotmail.com,Anjali Pillai,2026-02-23 11:00:00,642.83,1,Coffee Beans 250g,online
loyalty,LOY-0002331,9495307062,vinay_yadav29@yahoo.com,Vinay Yadav,2026-05-12 06:00:00,456.7,2,Espresso,online
loyalty,LOY-0002332,9263536872,anil.mukherjee886@hotmail.com,Anil Mukherjee,2026-05-23 18:00:00,406.44,1,Cold Brew,online
pos,POS-0002333,8516155961,anil_naidu80@gmail.com,Anil Naidu,2026-06-03 23:00:00,121.01,1,Pastry,BLR-03
pos,POS-0002334,9755372345,tarun.sharma1316@rediffmail.com,Tarun Sharma,2026-06-06 19:00:00,489.56,2,Sandwich,PUN-01
ecommerce,ECO-0002335,9314438764,vikrammehta1432@gmail.com,Vikram Mehta,2026-03-23 04:00:00,174.53,1,Pastry,online
loyalty,LOY-0002336,8073580043,aliya_yadav547@yahoo.com,Aliya Yadav,2026-04-24 05:00:00,535.01,2,Cappuccino,online
loyalty,LOY-0002337,8789051215,mahesh.pandey1059@rediffmail.com,Mahesh Pandey,2025-12-02 19:00:00,423.89,2,Espresso,online
pos,POS-0002338,7917063492,akashnaidu765@rediffmail.com,Akash Naidu,2025-12-16 07:00:00,1116.29,3,Cold Brew,MUM-01
pos,POS-0002339,9495307062,vinay_yadav29@yahoo.com,Vinay Yadav,2026-05-23 12:00:00,3736.72,1,Bulk Order,DEL-01
loyalty,LOY-0002340,8550339426,nitin_nair120@gmail.com,Nitin Nair,2026-04-04 21:00:00,450.47,2,Espresso,online
loyalty,LOY-0002341,9747612228,rohan.nair1080@yahoo.com,Rohan Nair,2026-06-08 01:00:00,696.48,1,Merchandise,online
ecommerce,ECO-0002342,9179109717,rohit.malhotra313@outlook.com,Rohit Malhotra,2026-03-14 19:00:00,8145.07,2,Bulk Order,online
pos,POS-0002343,9082505624,tarun.menon1484@outlook.com,Tarun Menon,2025-07-08 01:00:00,1348.15,2,Coffee Beans 250g,DEL-01
ecommerce,ECO-0002344,7794868485,asha_tiwari1167@rediffmail.com,Asha Tiwari,2026-06-06 08:00:00,256.14,1,Espresso,online
pos,POS-0002345,7605201001,kunalsaxena778@hotmail.com,Kunal Saxena,2026-01-01 01:00:00,846.75,3,Cold Brew,BLR-03
loyalty,LOY-0002346,9080868876,aliyamukherjee1211@yahoo.com,Aliya Mukherjee,2026-05-28 16:00:00,1071.16,4,Cappuccino,online
pos,POS-0002347,7647115702,manishnair777@hotmail.com,Manish Nair,2026-04-03 11:00:00,1184.59,2,Coffee Beans 250g,PUN-01
loyalty,LOY-0002348,9685196131,kiranpillai1265@outlook.com,Kiran Pillai,2025-10-30 08:00:00,219.99,1,Cappuccino,online
loyalty,LOY-0002349,9721995178,swati.hussain829@yahoo.com,Swati Hussain,2026-03-11 01:00:00,1170.88,2,Merchandise,online
pos,POS-0002350,7232040382,shreyamenon779@outlook.com,Shreya Menon,2026-04-26 06:00:00,325.18,1,Espresso,MUM-01
ecommerce,ECO-0002351,9362916620,ananya.yadav52@outlook.com,Ananya Yadav,2026-04-11 18:00:00,1514.83,1,Merchandise,online
pos,POS-0002352,8427984089,aishwaryachoudhary1209@gmail.com,Aishwarya Choudhary,2026-02-13 05:00:00,264.25,1,Sandwich,DEL-01
pos,POS-0002353,9682884315,priyasubramanian619@rediffmail.com,Priya Subramanian,2025-09-09 00:00:00,3642.83,1,Bulk Order,CHE-01
loyalty,LOY-0002354,7593651849,sapna.ahmed705@rediffmail.com,Sapna Ahmed,2026-04-22 09:00:00,520.46,1,Coffee Beans 250g,online
pos,POS-0002355,7587768945,rajesh_khanna1196@hotmail.com,Rajesh Khanna,2026-03-25 09:00:00,406.46,2,Sandwich,BLR-03
pos,POS-0002356,9390425172,divyasaxena1100@rediffmail.com,Divya Saxena,2026-04-24 00:00:00,538.94,2,Cappuccino,HYD-01
pos,POS-0002357,7367102407,yashbanerjee1129@hotmail.com,Yash Banerjee,2025-12-19 12:00:00,96.85,1,Pastry,MUM-01
pos,POS-0002358,9387232434,pratiksha.chatterjee18@gmail.com,Pratiksha Chatterjee,2026-05-10 17:00:00,7021.08,2,Bulk Order,HYD-01
pos,POS-0002359,9387232434,pratiksha.chatterjee18@gmail.com,Pratiksha Chatterjee,2026-03-30 00:00:00,8162.24,2,Bulk Order,BLR-02
pos,POS-0002360,8207657268,vinaytrivedi1188@gmail.com,Vinay Trivedi,2026-03-17 20:00:00,356.69,1,Cold Brew,CHE-01
loyalty,LOY-0002361,8477791415,ananyanair97@gmail.com,Ananya Nair,2025-11-03 18:00:00,1240.59,1,Merchandise,online
loyalty,LOY-0002362,9388767264,aarti_malhotra1298@yahoo.com,Aarti Malhotra,2026-05-29 02:00:00,2787.32,2,Merchandise,online
ecommerce,ECO-0002363,9638229903,lathajoshi615@outlook.com,Latha Joshi,2026-03-09 11:00:00,302.44,3,Pastry,online
ecommerce,ECO-0002364,8320034991,kavya_naidu739@gmail.com,Kavya Naidu,2026-03-24 14:00:00,118.01,1,Pastry,online
pos,POS-0002365,8707458987,shreya_pillai245@rediffmail.com,Shreya Pillai,2026-05-14 08:00:00,298.55,1,Espresso,CHE-01
pos,POS-0002366,9996665111,anil.hussain347@rediffmail.com,Anil Hussain,2026-03-22 22:00:00,686.67,2,Sandwich,DEL-01
pos,POS-0002367,7887744268,sonia_joshi184@outlook.com,Sonia Joshi,2026-02-21 19:00:00,486.54,1,Coffee Beans 250g,BLR-01
loyalty,LOY-0002368,8162273186,sapna_reddy320@hotmail.com,Sapna Reddy,2026-05-10 15:00:00,3118.31,1,Bulk Order,online
pos,POS-0002369,8474294642,geetaroy267@rediffmail.com,Geeta Roy,2025-10-06 08:00:00,679.04,2,Cappuccino,PUN-01
pos,POS-0002370,7676896893,tarun_qureshi265@hotmail.com,Tarun Qureshi,2026-05-28 03:00:00,676.16,2,Cold Brew,HYD-01
loyalty,LOY-0002371,7347921119,nishahussain1107@yahoo.com,Nisha Hussain,2026-05-23 19:00:00,2858.77,1,Bulk Order,online
ecommerce,ECO-0002372,8283325215,gauravchoudhary1311@outlook.com,Gaurav Choudhary,2026-04-13 19:00:00,285.83,1,Cold Brew,online
loyalty,LOY-0002373,8239453958,omar_rao596@gmail.com,Omar Rao,2026-05-31 18:00:00,111.17,1,Pastry,online
ecommerce,ECO-0002374,8361882852,rekhapatel865@rediffmail.com,Rekha Patel,2026-03-27 19:00:00,167.63,1,Espresso,online
pos,POS-0002375,9024418805,rohit.pandey968@rediffmail.com,Rohit Pandey,2025-12-29 19:00:00,286.22,1,Cold Brew,BLR-02
ecommerce,ECO-0002376,7160280844,ashokchoudhary852@rediffmail.com,Ashok Choudhary,2026-02-19 21:00:00,332.13,1,Cappuccino,online
ecommerce,ECO-0002377,9866866190,smitareddy840@yahoo.com,Smita Reddy,2025-11-19 00:00:00,219.6,1,Pastry,online
ecommerce,ECO-0002378,8269514615,akash_rao1081@outlook.com,Akash Rao,2026-03-22 08:00:00,952.71,3,Cold Brew,online
ecommerce,ECO-0002379,8586766865,arjun_subramanian334@outlook.com,Arjun Subramanian,2026-06-01 05:00:00,394.09,1,Merchandise,online
loyalty,LOY-0002380,8960020392,sonia_ali1254@gmail.com,Sonia Ali,2026-05-10 10:00:00,1223.63,1,Merchandise,online
loyalty,LOY-0002381,7504390077,aditya_mishra145@outlook.com,Aditya Mishra,2025-11-15 23:00:00,94.21,1,Pastry,online
ecommerce,ECO-0002382,7552621792,zara.choudhary646@rediffmail.com,Zara Choudhary,2025-11-05 16:00:00,1073.89,4,Espresso,online
loyalty,LOY-0002383,7117322828,meeranair498@outlook.com,Meera Nair,2026-04-27 06:00:00,277.77,1,Sandwich,online
pos,POS-0002384,8129690690,yash.agarwal924@hotmail.com,Yash Agarwal,2025-07-05 10:00:00,873.28,3,Cappuccino,DEL-01
loyalty,LOY-0002385,9318464262,priya_rao1022@yahoo.com,Priya Rao,2026-05-03 13:00:00,311.34,2,Pastry,online
loyalty,LOY-0002386,7361476415,smita.iyer514@gmail.com,Smita Iyer,2026-05-31 08:00:00,8528.02,2,Bulk Order,online
pos,POS-0002387,7654543891,saurabh.khan1323@rediffmail.com,Saurabh Khan,2026-01-03 23:00:00,592.96,2,Sandwich,PUN-01
loyalty,LOY-0002388,7669386700,kunalqureshi141@yahoo.com,Kunal Qureshi,2026-05-13 22:00:00,4529.71,1,Bulk Order,online
ecommerce,ECO-0002389,9266808778,riya.iyer896@gmail.com,Riya Iyer,2026-04-30 03:00:00,846.66,1,Merchandise,online
loyalty,LOY-0002390,9495911508,tarasaxena94@rediffmail.com,Tara Saxena,2026-02-23 15:00:00,305.83,1,Espresso,online
pos,POS-0002391,7478292886,pooja_mishra326@yahoo.com,Pooja Mishra,2025-12-12 03:00:00,752.34,3,Cappuccino,HYD-01
pos,POS-0002392,9754344433,pratiksha_krishnan253@hotmail.com,Pratiksha Krishnan,2025-08-20 16:00:00,5451.14,3,Bulk Order,BLR-03
loyalty,LOY-0002393,8369563983,rajeshtrivedi1233@rediffmail.com,Rajesh Trivedi,2026-05-14 14:00:00,459.51,2,Cappuccino,online
pos,POS-0002394,8038968849,aditya_sharma627@gmail.com,Aditya Sharma,2026-03-20 00:00:00,2840.1,2,Merchandise,PUN-01
loyalty,LOY-0002395,9753533549,geetapandey1222@rediffmail.com,Geeta Pandey,2025-10-10 14:00:00,229.27,1,Cappuccino,online
pos,POS-0002396,8317601436,rajeshsheikh275@outlook.com,Rajesh Sheikh,2026-03-12 04:00:00,122.94,1,Pastry,DEL-02
ecommerce,ECO-0002397,8902139940,aditya.krishnan223@gmail.com,Aditya Krishnan,2026-04-24 07:00:00,437.88,2,Espresso,online
loyalty,LOY-0002398,8100608097,pratikshajoshi65@hotmail.com,Pratiksha Joshi,2026-04-08 07:00:00,608.69,3,Espresso,online
ecommerce,ECO-0002399,8703929612,geeta.verma1082@yahoo.com,Geeta Verma,2026-05-31 02:00:00,296.13,1,Cappuccino,online
pos,POS-0002400,9745298953,trishasharma652@outlook.com,Trisha Sharma,2026-03-13 06:00:00,490.75,1,Coffee Beans 250g,PUN-01
pos,POS-0002401,9628610988,karthik_sheikh1024@outlook.com,Karthik Sheikh,2026-04-08 23:00:00,465.83,3,Pastry,BLR-03
ecommerce,ECO-0002402,7632725833,soniamishra907@rediffmail.com,Sonia Mishra,2026-02-21 11:00:00,1134.52,1,Merchandise,online
loyalty,LOY-0002403,8027205722,trishakhan1335@gmail.com,Trisha Khan,2026-05-02 04:00:00,1301.61,1,Merchandise,online
pos,POS-0002404,7767313856,sanjay_reddy1315@hotmail.com,Sanjay Reddy,2026-04-22 13:00:00,4376.76,1,Bulk Order,BLR-01
pos,POS-0002405,9431400338,kavya_singh1223@outlook.com,Kavya Singh,2025-12-01 08:00:00,1216.4,4,Cappuccino,BLR-03
loyalty,LOY-0002406,8191453318,varun_das945@yahoo.com,Varun Das,2026-05-05 12:00:00,3741.97,1,Bulk Order,online
pos,POS-0002407,9031432498,manish.gupta1442@gmail.com,Manish Gupta,2026-04-29 08:00:00,240.09,1,Cappuccino,BLR-01
loyalty,LOY-0002408,7246615702,yash.pillai1377@hotmail.com,Yash Pillai,2026-04-21 21:00:00,188.83,1,Pastry,online
pos,POS-0002409,9027524872,kavya.mishra83@hotmail.com,Kavya Mishra,2026-05-23 11:00:00,644.01,2,Cold Brew,DEL-02
pos,POS-0002410,8526833438,latha.ali21@hotmail.com,Latha Ali,2025-09-14 13:00:00,14159.99,3,Bulk Order,BLR-02
ecommerce,ECO-0002411,8296841603,anil_krishnan821@hotmail.com,Anil Krishnan,2026-05-29 22:00:00,348.62,1,Sandwich,online
pos,POS-0002412,7324724942,nikhil.joshi377@yahoo.com,Nikhil Joshi,2025-12-17 00:00:00,322.24,1,Sandwich,CHE-01
loyalty,LOY-0002413,8969590831,geetadesai1258@outlook.com,Geeta Desai,2026-05-03 10:00:00,510.07,1,Coffee Beans 250g,online
pos,POS-0002414,9725559336,harishagarwal608@outlook.com,Harish Agarwal,2026-03-15 08:00:00,212.11,1,Cappuccino,CHE-01
pos,POS-0002415,8389978588,abhishek_pillai286@gmail.com,Abhishek Pillai,2026-04-22 07:00:00,941.91,3,Espresso,BLR-01
loyalty,LOY-0002416,8002520646,sapna.kapoor612@hotmail.com,Sapna Kapoor,2026-04-17 16:00:00,1240.0,4,Cappuccino,online
ecommerce,ECO-0002417,7129940014,tanya_ali1088@yahoo.com,Tanya Ali,2026-04-01 01:00:00,851.47,1,Merchandise,online
loyalty,LOY-0002418,7920970782,bhavana.sen880@outlook.com,Bhavana Sen,2026-01-29 07:00:00,6234.82,2,Bulk Order,online
loyalty,LOY-0002419,9441229845,smita.tiwari1404@gmail.com,Smita Tiwari,2026-05-27 05:00:00,859.4,3,Cold Brew,online
ecommerce,ECO-0002420,8173301827,priyakhan315@yahoo.com,Priya Khan,2026-05-10 05:00:00,786.43,1,Coffee Beans 250g,online
loyalty,LOY-0002421,7697634128,pooja_yadav602@rediffmail.com,Pooja Yadav,2026-06-04 20:00:00,2622.41,1,Bulk Order,online
pos,POS-0002422,7920970782,bhavana.sen880@outlook.com,Bhavana Sen,2026-05-22 07:00:00,3614.4,1,Bulk Order,DEL-01
ecommerce,ECO-0002423,7551941222,arjunpandey670@hotmail.com,Arjun Pandey,2026-02-23 10:00:00,4738.27,1,Bulk Order,online
loyalty,LOY-0002424,7960045740,hemant.bansal1381@yahoo.com,Hemant Bansal,2025-10-14 11:00:00,442.1,2,Espresso,online
loyalty,LOY-0002425,7039293225,jaya.trivedi653@hotmail.com,Jaya Trivedi,2026-05-18 01:00:00,281.04,1,Cold Brew,online
ecommerce,ECO-0002426,9608268851,amit_khan480@gmail.com,Amit Khan,2026-05-01 20:00:00,252.58,1,Espresso,online
pos,POS-0002427,8877201711,meerapatel943@gmail.com,Meera Patel,2026-02-24 03:00:00,280.23,1,Sandwich,MUM-02
pos,POS-0002428,7371270876,smitaagarwal830@rediffmail.com,Smita Agarwal,2025-11-08 16:00:00,636.92,2,Espresso,HYD-01
loyalty,LOY-0002429,7375777411,madhuri_sen125@outlook.com,Madhuri Sen,2026-04-10 08:00:00,590.68,1,Coffee Beans 250g,online
loyalty,LOY-0002430,8073580043,aliya_yadav547@yahoo.com,Aliya Yadav,2026-06-01 20:00:00,118.08,1,Pastry,online
ecommerce,ECO-0002431,9078773037,sapna.iyer1066@hotmail.com,Sapna Iyer,2026-02-05 08:00:00,382.95,2,Pastry,online
loyalty,LOY-0002432,7359862456,komal_naidu1497@yahoo.com,Komal Naidu,2025-07-10 21:00:00,349.45,1,Cold Brew,online
pos,POS-0002433,9662454516,abhishek_agarwal1160@hotmail.com,Abhishek Agarwal,2026-03-09 17:00:00,2732.28,1,Bulk Order,PUN-01
loyalty,LOY-0002434,8224258838,ritu.agarwal755@yahoo.com,Ritu Agarwal,2026-03-15 05:00:00,186.03,1,Pastry,online
pos,POS-0002435,9705120293,trisha.banerjee684@rediffmail.com,Trisha Banerjee,2026-02-25 05:00:00,259.92,1,Cold Brew,DEL-02
pos,POS-0002436,7761226875,suresh_subramanian1420@outlook.com,Suresh Subramanian,2026-03-23 14:00:00,556.58,1,Coffee Beans 250g,DEL-01
loyalty,LOY-0002437,8450134822,sandeepdas465@yahoo.com,Sandeep Das,2026-03-16 07:00:00,2062.4,1,Bulk Order,online
ecommerce,ECO-0002438,9742558922,rohankhanna795@gmail.com,Rohan Khanna,2026-04-10 13:00:00,12146.48,3,Bulk Order,online
pos,POS-0002439,9745298953,trishasharma652@outlook.com,Trisha Sharma,2026-03-27 02:00:00,204.5,1,Sandwich,MUM-02
pos,POS-0002440,7854077593,jaya_pillai1498@gmail.com,Jaya Pillai,2026-04-23 10:00:00,1283.93,1,Merchandise,MUM-02
pos,POS-0002441,8003673648,smita.desai771@outlook.com,Smita Desai,2026-03-05 17:00:00,666.95,4,Pastry,DEL-02
loyalty,LOY-0002442,7906630462,anjalikhan1250@rediffmail.com,Anjali Khan,2026-06-01 20:00:00,240.37,1,Sandwich,online
loyalty,LOY-0002443,7796502788,nikhil_shah781@yahoo.com,Nikhil Shah,2026-01-14 11:00:00,1424.82,1,Bulk Order,online
pos,POS-0002444,7768564293,soniayadav1255@outlook.com,Sonia Yadav,2026-03-08 07:00:00,517.59,2,Espresso,BLR-02
ecommerce,ECO-0002445,7455170142,kiran.mishra973@gmail.com,Kiran Mishra,2026-05-19 06:00:00,417.52,2,Pastry,online
loyalty,LOY-0002446,8689158766,aditya_chatterjee1@outlook.com,Aditya Chatterjee,2025-05-27 09:00:00,194.19,1,Pastry,online
ecommerce,ECO-0002447,8023482651,nikhilshah1227@yahoo.com,Nikhil Shah,2026-04-01 21:00:00,923.88,3,Espresso,online
ecommerce,ECO-0002448,7770551829,nikhil_joshi1459@hotmail.com,Nikhil Joshi,2026-05-08 14:00:00,975.59,2,Merchandise,online
loyalty,LOY-0002449,7537835736,rajeshqureshi893@outlook.com,Rajesh Qureshi,2026-05-30 05:00:00,2168.7,3,Coffee Beans 250g,online
ecommerce,ECO-0002450,7644602127,vikram.krishnan456@outlook.com,Vikram Krishnan,2026-04-22 10:00:00,240.12,1,Sandwich,online
ecommerce,ECO-0002451,9912264259,riya_krishnan1262@rediffmail.com,Riya Krishnan,2026-05-20 04:00:00,274.73,1,Sandwich,online
loyalty,LOY-0002452,8139748283,rakesh_pandey964@gmail.com,Rakesh Pandey,2026-04-20 12:00:00,905.56,2,Coffee Beans 250g,online
pos,POS-0002453,8573309258,asha_choudhary171@yahoo.com,Asha Choudhary,2025-12-11 09:00:00,686.18,1,Coffee Beans 250g,MUM-01
pos,POS-0002454,8121061393,sushmasaxena728@outlook.com,Sushma Saxena,2026-05-05 00:00:00,7414.35,2,Bulk Order,DEL-01
loyalty,LOY-0002455,9648154135,vinaykhan266@gmail.com,Vinay Khan,2026-03-19 10:00:00,203.32,1,Cappuccino,online
pos,POS-0002456,9089721767,kiran.menon1365@hotmail.com,Kiran Menon,2026-06-08 02:00:00,177.7,1,Pastry,MUM-02
pos,POS-0002457,8086425844,rashmibose574@hotmail.com,Rashmi Bose,2026-05-14 09:00:00,3974.8,1,Bulk Order,DEL-02
ecommerce,ECO-0002458,7391985671,adityakapoor928@hotmail.com,Aditya Kapoor,2026-03-25 03:00:00,256.96,1,Cold Brew,online
ecommerce,ECO-0002459,9897380856,aliya_das1099@yahoo.com,Aliya Das,2026-05-08 14:00:00,2834.85,1,Bulk Order,online
ecommerce,ECO-0002460,8706713414,adityachoudhary570@gmail.com,Aditya Choudhary,2025-03-25 05:00:00,1237.25,2,Coffee Beans 250g,online
pos,POS-0002461,7448754535,nehakrishnan962@rediffmail.com,Neha Krishnan,2026-05-27 01:00:00,202.59,1,Espresso,BLR-02
pos,POS-0002462,8526833438,latha.ali21@hotmail.com,Latha Ali,2026-04-02 18:00:00,653.61,2,Espresso,DEL-01
loyalty,LOY-0002463,8514157842,rajesh_ahmed39@gmail.com,Rajesh Ahmed,2026-01-22 00:00:00,277.6,1,Cappuccino,online
ecommerce,ECO-0002464,8644656253,yash.subramanian442@outlook.com,Yash Subramanian,2026-06-03 02:00:00,7781.41,2,Bulk Order,online
ecommerce,ECO-0002465,8931320554,yash_verma609@gmail.com,Yash Verma,2026-05-11 08:00:00,3929.61,1,Bulk Order,online
ecommerce,ECO-0002466,8371296371,divyashah81@outlook.com,Divya Shah,2026-04-29 06:00:00,593.4,2,Cold Brew,online
pos,POS-0002467,8006006234,nishapandey1447@hotmail.com,Nisha Pandey,2026-06-02 13:00:00,2083.19,3,Coffee Beans 250g,PUN-01
ecommerce,ECO-0002468,8191453318,varun_das945@yahoo.com,Varun Das,2026-05-18 06:00:00,456.03,1,Merchandise,online
loyalty,LOY-0002469,8983471640,ananya.ali913@yahoo.com,Ananya Ali,2026-04-21 16:00:00,879.22,3,Cappuccino,online
