email,full_name,total_orders,total_spent_inr,signup_date,city,accepts_marketing
naveenpandey918@rediffmail.com,Naveen P.,6,3701.64,2026-04-16,Jaipur,no
rajeshmehta919@gmail.com,Rajesh M.,1,540.29,2025-02-13,Chandigarh,no
rekhashah920@yahoo.com,Rekha Shah,3,1794.39,2025-03-06,Chandigarh,no
rahul.joshi922@hotmail.com,Rahul Joshi,0,0.0,2025-02-12,Gurugram,yes
harish_naidu923@gmail.com,Harish Naidu,8,2604.7,2026-04-27,Delhi,yes
nehaahmed925@yahoo.com,Neha Ahmed,10,4306.4,2025-11-03,Noida,no
arjunpatel927@hotmail.com,Arjun Patel,5,2449.33,2024-12-10,Pune,yes
adityakapoor928@hotmail.com,Aditya Kapoor,4,1945.72,2025-06-09,Bengaluru,no
pallavibose932@yahoo.com,pallavi bose,10,5862.23,2024-09-25,Chandigarh,yes
lakshmimenon933@hotmail.com,Lakshmi Menon,17,5247.36,2025-05-08,Pune,yes
pratikshadas934@yahoo.com,Pratiksha Das,8,5371.86,2024-10-26,Bengaluru,no
amit_qureshi935@hotmail.com,Amit Qureshi,1,293.47,2025-05-28,Jaipur,yes
saurabh.bansal938@gmail.com,Saurabh Bansal,5,2402.91,2025-04-23,Kolkata,yes
rekhamehta939@gmail.com,Rekha Mehta,0,0.0,2026-05-07,Gurugram,yes
aliya_sen940@rediffmail.com,Aliya Sen,3,1727.62,2026-05-05,Chennai,yes
kiran_banerjee941@outlook.com,Kiran Banerjee,13,4478.44,2026-04-04,Bengaluru,no
kiranbansal944@yahoo.com,Kiran Bansal,13,5861.19,2025-07-30,Pune,no
varun_das945@yahoo.com,Varun Das,2,565.38,2025-08-04,Pune,yes
anil_chatterjee946@yahoo.com,Anil C.,12,3997.59,2025-03-23,Indore,no
megha.mukherjee947@gmail.com,Megha Mukherjee,7,2720.24,2025-01-17,Kolkata,no
prakashshah951@rediffmail.com,prakash shah,4,1769.31,2026-03-29,Noida,yes
ishita_kumar953@rediffmail.com,Ishita Kumar,2,886.75,2024-07-15,Bengaluru,yes
nitin.chatterjee954@outlook.com,Nitin Chatterjee,7,3086.92,2024-12-10,Ahmedabad,yes
smita.sheikh955@yahoo.com,Smita Sheikh,0,0.0,2024-07-25,Jaipur,no
tara.patel956@rediffmail.com,Tara Patel,1,341.49,2024-10-01,Kochi,yes
rekha.subramanian959@gmail.com,rekha subramanian,8,4701.62,2025-05-17,Gurugram,yes
rohan.malhotra960@yahoo.com,Rohan Malhotra,2,588.71,2024-08-22,Mumbai,yes
nehakrishnan962@rediffmail.com,Neha Krishnan,17,6824.95,2026-02-07,Hyderabad,yes
lakshmi.mehta963@hotmail.com,L. Mehta,2,570.99,2025-02-13,Kochi,yes
rakesh_pandey964@gmail.com,Rakesh Pandey,4,1799.23,2025-06-07,Indore,yes
nikhilmehta966@rediffmail.com,Nikhil Mehta,1,708.68,2025-03-24,Noida,yes
rohit.pandey986@rediffmail.com,Rohit Pandey,3,1647.54,2025-06-20,Delhi,yes
sonia_ahmed969@yahoo.com,Sonia Ahmed,18,7503.76,2025-12-18,Kolkata,yes
bhavanachoudhary970@gmail.com,Bhavana Choudhary,0,0.0,2024-08-11,Delhi,yes
lakshmi.tiwari971@hotmail.com,Lakshmi Tiwari,4,1606.37,2024-09-04,Indore,yes
rakesh.hussain972@gmail.com,R. Hussain,0,0.0,2025-08-29,Indore,yes
kiran.mishra973@gmail.com,kiran mishra,29,14265.34,2025-11-03,Jaipur,yes
arjun.trivedi974@outlook.com,Arjun Trivedi,1,389.51,2024-10-22,Hyderabad,yes
yashmenon975@gmail.com,Yash Menon,2,833.88,2025-03-06,Pune,yes
saurabh_reddy976@rediffmail.com,saurabh reddy,3,1487.18,2025-10-21,Surat,yes
shreya.qureshi977@outlook.com,Shreya Qureshi,1,496.17,2025-09-30,Mumbai,yes
pallavi_hussain980@gmail.com,Pallavi H.,7,4655.41,2026-03-12,Jaipur,yes
vaurn_desai981@hotmail.com,Varun Desai,9,3844.44,2025-12-12,Surat,yes
aartibose983@gmail.com,Aarti B.,8,5540.78,2024-12-20,Kochi,no
suresh.banerjee984@yahoo.com,Suresh Banerjee,17,10353.57,2024-07-13,Chandigarh,yes
aditya_pillai985@gmail.com,Aditya Pillai,12,3883.67,2025-08-20,Bengaluru,no
siddharth_sen986@hotmail.com,Siddharth Sen,1,403.12,2026-01-12,Delhi,yes
yash_sheikh989@rediffmail.com,Yash Sheikh,10,6351.5,2024-09-12,Kolkata,yes
sapna_singh993@yahoo.com,Sapna S.,8,2379.57,2026-03-06,Surat,no
imran.choudhray994@rediffmail.com,Imran Choudhary,1,674.47,2026-01-29,Jaipur,yes
divyapandey997@rediffmail.com,Divya Pandey,6,4200.52,2025-11-08,Delhi,no
swatiyadav998@gmail.com,Swati Yadav,12,5175.1,2025-03-19,Bengaluru,yes
naveennair999@yahoo.com,Naveen Nair,0,0.0,2025-07-17,Delhi,yes
nitin.ali0101@yahoo.com,N. Ali,1,670.73,2024-08-24,Jaipur,yes
ishita_nair1003@hotmail.com,Ishita Nair,4,2445.49,2026-04-03,Delhi,no
priya_qureshi1004@yahoo.com,Priya Qureshi,2,1097.07,2024-12-29,Chandigarh,yes
nehaahmed1005@rediffmail.com,Neha Ahmed,0,0.0,2025-11-03,Ahmedabad,yes
pooja_tiwari1007@yahoo.com,Pooja Tiwari,10,3263.64,2024-09-28,Mumbai,no
sandeepkapoor1008@rediffmail.com,Sandeep Kapoor,1,620.18,2025-06-07,Jaipur,yes
manishjoshi1009@outlook.com,Manish Joshi,4,2370.41,2024-07-10,Surat,yes
sushma_nair1010@yahoo.com,Sushma Nair,11,7876.22,2026-02-23,Chandigarh,yes
nikhil.shah1011@outlook.com,Nikhil Shah,3,2074.09,2026-03-26,Kolkata,yes
sapna_bose1012@hotmail.com,Sapna Bose,10,5322.95,2024-11-24,Hyderabad,yes
rekhachatterjee1013@gmail.com,Rekha Chatterjee,27,9938.76,2025-06-08,Chennai,yes
aditya.naidu1014@hotmail.com,Aditya Naidu,11,4556.63,2025-08-31,Mumbai,yes
rakesh_saxena1016@hotmail.com,Rakesh Saxena,4,1730.01,2025-04-08,Kolkata,no
ananyahussain1019@rediffmail.com,ananya hussain,9,6237.17,2025-04-20,Noida,yes
mohan_mishra1020@gmail.com,Mohan Mishra,12,5463.31,2025-07-18,Bengaluru,yes
jaya.sheikh1021@rediffmail.com,J. Sheikh,8,2820.31,2025-10-03,Gurugram,no
priya_rao1022@yahoo.com,Priya R.,3,1202.96,2026-03-01,Chandigarh,no
rajeshmukherjee1025@gmail.com,Rajesh M.,6,2288.11,2025-08-08,Kochi,yes
riya.choudhary1026@yahoo.com,Riya Choudhary,1,336.41,2024-07-22,Delhi,yes
sapna.khanna1028@hotmail.com,S. Khanna,3,901.42,2025-08-01,Chandigarh,yes
rakeshpillai1029@rediffmail.com,R. Pillai,1,525.48,2024-11-30,Delhi,no
sapna.choudhary1030@rediffmail.com,Sapna Choudhary,6,3826.21,2025-08-20,Bengaluru,no
neha_kapoor1031@hotmail.com,Neha Kapoor,0,0.0,2025-02-15,Kolkata,yes
megha_verma1032@rediffmail.com,Megha Verma,4,1392.9,2026-05-09,Jaipur,yes
meera_singh1033@rediffmail.com,Meera Singh,6,2206.13,2024-12-21,Chennai,yes
sanjaymenon1035@gmail.com,Sanjay Menon,5,2001.32,2025-06-08,Hyderabad,yes
pratiksha.banerjee1036@yahoo.com,Pratiksha Banerjee,15,6468.16,2025-02-27,Kochi,yes
akash_ali1038@hotmail.com,Akash Ali,9,4305.8,2026-02-15,Pune,yes
ritu.pillai1040@yahoo.com,ritu pillai,0,0.0,2026-05-06,Indore,yes
akash.ali1041@outlook.com,Akash Ali,1,450.61,2026-02-02,Mumbai,no
sanjay_roy1042@outlook.com,Sanjay Roy,30,8553.63,2025-10-24,Noida,yes
prakash.das1043@gmail.com,Prakash Das,9,3188.92,2025-01-14,Pune,yes
rohanmalhotra1046@rediffmail.com,Rohan Malhotra,16,10103.69,2025-07-15,Gurugram,yes
prakash_pillai1047@rediffmail.com,Prakash Pillai,8,3285.14,2026-02-09,Bengaluru,yes
sureshroy1048@gmail.com,Suresh R.,2,1404.52,2025-12-19,Hyderabad,yes
sushmaroy1049@yahoo.com,Sushma Roy,1,480.11,2025-03-31,Surat,yes
naveen.kumar1051@gmail.com,naveen kumar,0,0.0,2024-08-09,Ahmedabad,no
divya_kapoor1052@outlook.com,Divya Kapoor,0,0.0,2024-12-07,Jaipur,no
rashmi.verma1053@yahoo.com,R. Verma,15,6040.99,2025-04-09,Bengaluru,yes
divyachoudhary1054@gmail.com,Divya Choudhary,2,1300.72,2025-10-22,Surat,yes
rakesh_verma1056@gmail.com,Rakesh Verma,0,0.0,2025-07-07,Jaipur,no
bhavanaroy1057@gmail.com,Bhavana Roy,5,1630.07,2025-12-16,Ahmedabad,yes
lakshmi.mukherjee1058@yahoo.com,Lakshmi Mukherjee,3,2135.69,2025-04-23,Indore,yes
bhavanaali1060@outlook.com,Bhavana Ali,2,926.32,2024-07-05,Jaipur,yes
naveen_kumar1061@hotmail.com,Naveen Kumar,4,1330.17,2024-09-25,Gurugram,yes
rahulbhat1062@gmail.com,Rahul Bhat,1,654.5,2024-12-07,Gurugram,yes
megha_krishnan1063@gmail.com,Megha Krishnan,19,11793.13,2026-02-14,Surat,yes
lakshmi.khanna1064@gmail.com,Lakshmi Khanna,0,0.0,2025-01-28,Kolkata,no
poojapillai1065@hotmail.com,Pooja Pillai,12,8229.9,2025-06-24,Delhi,no
sapna.iyer1066@hotmail.com,Sapna I.,4,2748.78,2025-01-27,Surat,yes
anil.pillai1067@hotmail.com,Anil Pillai,3,1487.14,2026-03-02,Ahmedabad,yes
aliyasen0168@hotmail.com,Aliya S.,2,1006.04,2025-07-19,Gurugram,yes
rajesh.subramanian1071@gmail.com,rajesh subramanian,3,1529.6,2024-08-12,Bengaluru,yes
trisha_trivedi1072@gmail.com,Trisha T.,0,0.0,2026-04-18,Noida,yes
rohan.pandey1078@rediffmail.com,R. Pandey,0,0.0,2025-09-11,Bengaluru,yes
kiranyadav1079@gmail.com,Kiran Yadav,6,1874.41,2026-01-14,Indore,yes
akash_rao1081@outlook.com,Akash Rao,1,515.42,2025-12-18,Bengaluru,yes
geeta.verm1a082@yahoo.com,Geeta Verma,12,5203.31,2024-06-26,Kochi,yes
deepak_joshi1083@yahoo.com,Deepak Joshi,1,448.31,2025-12-01,Chennai,yes
yash_subramanian1084@rediffmail.com,Yash Subramanian,4,2823.51,2026-03-23,Pune,yes
sapna.mukherjee1086@rediffmail.com,Sapna Mukherjee,2,769.48,2026-04-09,Ahmedabad,yes
omarsaxena1087@hotmail.com,Omar Saxena,5,2907.92,2025-10-24,Kochi,no
tanya_ali1088@yahoo.com,Tanya Ali,10,4865.57,2024-06-29,Pune,no
karthik_mehta1090@gmail.com,Karthik M.,0,0.0,2026-01-29,Chandigarh,yes
madhuri.roy1091@outlook.com,Madhuri Roy,4,1525.21,2026-04-05,Jaipur,no
ashok_sharma1092@outlook.com,Ashok Sharma,3,1541.77,2025-02-03,Chandigarh,yes
mohan.choudhary1095@yahoo.com,mohan choudhary,8,4351.78,2025-05-05,Hyderabad,yes
varunsubramanian1096@yahoo.com,V. Subramanian,1,625.37,2025-01-15,Bengaluru,yes
aishwaryaali1097@hotmail.com,Aishwarya Ali,9,5544.15,2024-09-18,Kolkata,no
sanjay_mukherjee1098@outlook.com,Sanjay Mukherjee,0,0.0,2026-05-04,Hyderabad,yes
aliya_das0199@yahoo.com,aliya das,15,9015.48,2025-06-19,Kochi,no
rohankrishnan1101@hotmail.com,R. Krishnan,3,1850.04,2025-04-02,Hyderabad,no
aishwarya.sharma1102@outlook.com,Aishwarya Sharma,2,1136.58,2024-12-09,Ahmedabad,yes
tarunpandey1104@outlook.com,Tarun Pandey,0,0.0,2025-05-12,Indore,yes
soniaiyer1105@gmail.com,Sonia Iyer,1,572.0,2024-12-18,Kolkata,yes
rakesh.joshi1106@outlook.com,Rakesh Joshi,0,0.0,2026-03-18,Chandigarh,no
nishahussain1107@yahoo.com,Nisha Hussain,6,2930.73,2025-06-24,Chandigarh,yes
ayesha_sen1109@hotmail.com,A. Sen,0,0.0,2026-01-11,Kolkata,yes
harishyadav1111@rediffmail.com,Harish Yadav,11,6556.91,2025-06-23,Chennai,yes
neha_bhat1112@rediffmail.com,Neha Bhat,2,987.81,2025-02-04,Hyderabad,no
harish.joshi1113@rediffmail.com,H. Joshi,9,4320.35,2025-02-02,Mumbai,yes
rohitkapoor1114@gmail.com,Rohit Kapoor,25,17902.26,2025-08-12,Hyderabad,yes
omaryadav1118@rediffmail.com,Omar Yadav,0,0.0,2024-12-02,Jaipur,no
rekhmaehta1120@rediffmail.com,Rekha Mehta,10,4798.28,2024-10-16,Chennai,yes
rohit_pillai1121@gmail.com,rohit pillai,12,6388.06,2026-04-01,Chennai,yes
akashsaxena1122@yahoo.com,Akash Saxena,3,850.48,2025-08-12,Mumbai,yes
saurabh_sen1123@yahoo.com,Saurabh Sen,3,1197.85,2025-07-26,Mumbai,yes
ritu_pillai1124@yahoo.com,Ritu Pillai,15,4820.85,2026-02-19,Chennai,no
saurabhtiwari1125@hotmail.com,Saurabh Tiwari,0,0.0,2026-01-04,Delhi,yes
gaurav_nair1126@hotmail.com,Gaurav Nair,9,4425.52,2024-09-13,Ahmedabad,yes
kunal_yadav1127@outlook.com,Kunal Yadav,6,2537.9,2026-03-10,Surat,yes
yashbanerjee1129@hotmail.com,Yash Banerjee,6,2351.94,2024-09-04,Ahmedabad,no
ritu_mukherjee1130@gmail.com,Ritu Mukherjee,2,948.12,2025-07-02,Chandigarh,yes
kiran.mehta1131@gmail.com,Kiran Mehta,10,6042.97,2024-08-15,Ahmedabad,yes
trisha.joshi1134@yahoo.com,T. Joshi,9,3404.82,2025-02-14,Chandigarh,yes
arjundas1137@rediffmail.com,A. Das,6,2094.31,2025-07-19,Surat,yes
sandeep.ahmed1138@yahoo.com,Sandeep A.,1,293.15,2025-02-09,Delhi,yes
rahulpandey1139@yahoo.com,Rahul Pandey,0,0.0,2025-04-03,Noida,yes
akash_pillai1141@rediffmail.com,Akash Pillai,14,7771.69,2025-10-06,Mumbai,yes
vinaykumar1146@gmail.com,Vinay Kumar,0,0.0,2024-08-29,Delhi,yes
sushma.khanna1147@gmail.com,Sushma Khanna,0,0.0,2025-04-13,Ahmedabad,yes
aliya_agarwal1150@hotmail.com,Aliya Agarwal,4,2164.63,2026-02-17,Kochi,yes
karthik.agarwal1153@rediffmail.com,Karthik Agarwal,10,3295.83,2024-08-28,Bengaluru,yes
tanya.ahmed1154@rediffmail.com,Tanya Ahmed,15,9277.45,2024-08-16,Jaipur,yes
hemant_khan1155@hotmail.com,Hemant Khan,15,4819.44,2025-03-11,Mumbai,yes
yashsheikh1157@gmail.com,Yash Sheikh,8,5685.29,2025-10-25,Jaipur,yes
nitin_reddy1158@rediffmail.com,Nitin Reddy,4,1352.75,2026-04-29,Jaipur,yes
aishwaryaapndey1159@rediffmail.com,Aishwarya Pandey,4,2237.89,2026-04-26,Bengaluru,no
hemant_malhotra1163@gmail.com,H. Malhotra,10,6452.57,2024-10-13,Jaipur,yes
imran.saxena1165@hotmail.com,Imran Saxena,0,0.0,2025-12-16,Surat,yes
priya_verma1166@rediffmail.com,Priya Verma,8,5606.25,2024-08-24,Kochi,yes
asha_tiwari1167@rediffmail.com,Asha Tiwari,9,4261.43,2025-10-23,Delhi,yes
rashmi.kumar1168@gmail.com,R. Kumar,3,1405.03,2026-03-19,Gurugram,yes
karthikali1169@rediffmail.com,Karthik Ali,6,2152.46,2025-08-07,Kochi,yes
arjun.pillai1171@yahoo.com,Arjun Pillai,0,0.0,2025-10-11,Jaipur,no
rakesh.bose1173@outlook.com,Rakesh Bose,0,0.0,2024-07-11,Chennai,yes
pratikshakhanna1176@rediffmail.com,Pratiksha Khanna,16,8740.78,2026-02-06,Indore,yes
sneha_hussain1179@outlook.com,Sneha Hussain,5,1656.12,2025-06-30,Chandigarh,yes
vikram_gupta1182@rediffmail.com,Vikram Gupta,11,6855.61,2025-06-13,Jaipur,yes
vikrampandey1185@yahoo.com,Vikram Pandey,0,0.0,2025-07-01,Hyderabad,yes
smitabansal1186@hotmail.com,Smita Bansal,16,9265.31,2025-08-17,Bengaluru,yes
zara.nari1189@hotmail.com,Zara Nair,3,863.5,2024-06-21,Mumbai,yes
riyashah1191@hotmail.com,R. Shah,1,516.84,2025-06-30,Chennai,yes
meera_tiwari1192@yahoo.com,M. Tiwari,9,4099.48,2024-11-26,Surat,yes
tarun.reddy1193@rediffmail.com,Tarun Reddy,6,2640.82,2024-12-10,Indore,yes
rohitkapoor1194@yahoo.com,Rohit Kapoor,11,5099.12,2025-04-15,Chennai,yes
harish_saxena1195@rediffmail.com,Harish Saxena,1,665.43,2025-06-11,Delhi,yes
smita_pillai1198@outlook.com,Smita Pillai,9,5072.3,2024-08-27,Jaipur,yes
rashmireddy1200@outlook.com,Rashmi Reddy,2,582.03,2025-06-29,Surat,yes
aishwarya.yadav1201@hotmail.com,Aishwarya Yadav,11,3221.02,2025-01-11,Pune,yes
aliya.kumar1202@yahoo.com,Aliya Kumar,4,2492.16,2025-07-17,Chennai,yes
priyakumar1206@outlook.com,priya kumar,2,600.69,2024-07-23,Ahmedabad,no
vraun.iyer1207@outlook.com,Varun Iyer,2,1432.52,2025-03-26,Jaipur,yes
hemantmishra1208@rediffmail.com,Hemant Mishra,5,2202.93,2024-06-26,Delhi,yes
deepakgupta1210@hotmail.com,Deepak Gupta,16,5925.52,2024-08-29,Chandigarh,yes
aliyamukherjee1211@yahoo.com,Aliya Mukherjee,25,14027.75,2025-12-30,Indore,yes
sanjay_kumar1212@outlook.com,Sanjay Kumar,26,12046.93,2025-03-16,Chandigarh,yes
meghadesai1213@hotmail.com,Megha Desai,4,1839.48,2025-08-20,Gurugram,yes
swatibanerjee1214@gmail.com,Swati Banerjee,11,4371.49,2025-05-05,Bengaluru,no
pallavi_sheikh1221@gmail.com,Pallavi Sheikh,14,8720.75,2025-04-06,Jaipur,yes
geetapandey1222@rediffmail.com,Geeta Pandey,4,2578.75,2025-08-16,Chennai,no
kavya_singh1223@outlook.com,Kavya S.,0,0.0,2025-09-28,Chandigarh,yes
jaya_gupta1224@hotmail.com,Jaya Gupta,16,8689.99,2025-07-22,Chandigarh,yes
sandeep.sharma1225@gmail.com,Sandeep Sharma,1,484.02,2025-10-12,Chennai,yes
asha_naidu1226@hotmail.com,Asha Naidu,1,359.5,2024-09-02,Kolkata,no
nikhilshah1227@yahoo.com,Nikhil Shah,6,4197.42,2024-08-14,Surat,no
akashbansal1228@rediffmail.com,Akash Bansal,3,1418.71,2024-10-19,Gurugram,no
manishdesai1229@outlook.com,Manish D.,1,648.94,2024-09-18,Surat,yes
priya_mishra1230@rediffmail.com,Priya Mishra,5,1634.25,2026-02-10,Kochi,yes
ishita_subramanian1232@yahoo.com,Ishita Subramanian,2,589.59,2025-04-18,Delhi,yes
rajeshtrivedi1233@rediffmail.com,Rajesh Trivedi,5,3348.63,2025-07-29,Pune,yes
sandeepsaxena1234@hotmail.com,sandeep saxena,0,0.0,2025-10-08,Kochi,yes
nisha.krishnan1235@outlook.com,Nisha Krishnan,4,2522.9,2025-02-11,Jaipur,no
aliyaahmed1237@outlook.com,Aliya Ahmed,0,0.0,2025-12-30,Kolkata,yes
nisha_kapoor1238@hotmail.com,Nisha Kapoor,5,3214.71,2026-02-05,Surat,yes
varun.nair1240@hotmail.com,Varun Nair,10,7189.97,2026-04-27,Chandigarh,yes
vikramgupta1241@gmail.com,vikram gupta,3,955.17,2024-10-08,Delhi,no
mahesh.reddy1242@rediffmail.com,Mahesh Reddy,0,0.0,2025-06-05,Indore,yes
sapna.ahmed1243@yahoo.com,Sapna Ahmed,18,6231.13,2024-07-27,Delhi,yes
abhishek.patel1244@hotmail.com,Abhishek Patel,0,0.0,2026-05-05,Bengaluru,yes
rakeshhussain1246@rediffmail.com,Rakesh Hussain,2,733.1,2024-11-23,Bengaluru,yes
suresh_trivedi1247@rediffmail.com,Suresh Trivedi,0,0.0,2024-12-08,Indore,yes
trisha_khanna1248@yahoo.com,Trisha Khanna,0,0.0,2025-05-04,Mumbai,no
omar_khan1249@yahoo.com,Omar K.,16,9619.78,2025-01-19,Noida,yes
anilkrishnan1251@yahoo.com,anil krishnan,6,1762.32,2026-02-26,Chennai,yes
priyabanerjee1256@hotmail.com,P. Banerjee,5,2716.87,2024-06-29,Gurugram,yes
naveen_mehta1257@rediffmail.com,Naveen Mehta,1,480.59,2025-04-28,Bengaluru,yes
riya_krishnan1262@rediffmail.com,Riya Krishnan,11,6233.09,2026-03-19,Kochi,yes
priyapillai1263@yahoo.com,Priya Pillai,7,4757.74,2024-06-27,Noida,yes
arjunbhat1264@yahoo.com,Arjun Bhat,6,1873.11,2026-01-28,Ahmedabad,yes
sapna_shah1266@yahoo.com,Sapna Shah,9,5797.55,2025-11-09,Jaipur,yes
riyaverma1270@outlook.com,Riya Verma,10,7121.71,2025-07-16,Kolkata,yes
sneha.pillai1271@yahoo.com,Sneha Pillai,3,1379.32,2025-03-13,Indore,no
rajesh_mehta1273@gmail.com,Rajesh Mehta,7,3795.14,2025-10-30,Kochi,yes
adityamehta1274@yahoo.com,Aditya Mehta,6,3598.91,2026-03-30,Pune,no
priyajoshi1275@yahoo.com,Priya Joshi,1,348.71,2024-07-24,Hyderabad,yes
sureshqureshi1276@gmail.com,Suresh Qureshi,3,1433.12,2025-05-21,Hyderabad,yes
trisha.kapoor1277@gmail.com,Trisha Kapoor,8,3848.64,2026-02-23,Pune,yes
lakshmi.mehta1278@outlook.com,Lakshmi Mehta,5,2602.69,2025-10-06,Gurugram,yes
nitinbose1281@outlook.com,Nitin Bose,25,13011.04,2024-09-26,Mumbai,yes
swatibose1282@outlook.com,Swati Bose,10,4055.07,2025-01-08,Indore,no
akash_menon1283@yahoo.com,Akash Menon,8,4452.56,2024-09-16,Kolkata,yes
ananya_choudhary2184@outlook.com,Ananya C.,6,4261.26,2025-05-25,Jaipur,yes
kavya.patel1286@outlook.com,Kavya Patel,0,0.0,2024-11-08,Kochi,no
madhuri_sen1287@rediffmail.com,Madhuri Sen,2,1137.35,2024-11-20,Gurugram,no
meghaverma1288@gmail.com,M. Verma,20,12467.27,2026-03-06,Surat,yes
swatimishra1289@outlook.com,Swati Mishra,16,9704.21,2025-07-17,Mumbai,yes
mohan.qureshi1290@rediffmail.com,Mohan Qureshi,0,0.0,2025-06-25,Jaipur,no
faisalbose1291@yahoo.com,Faisal Bose,9,3856.59,2024-09-30,Mumbai,yes
rekha.emhta1292@gmail.com,R. Mehta,1,453.94,2026-03-30,Delhi,no
tara.pillai1294@yahoo.com,Tara Pillai,3,1469.07,2026-04-12,Gurugram,yes
akash_reddy1925@rediffmail.com,Akash Reddy,0,0.0,2025-10-14,Gurugram,yes
aliya_pandey1297@rediffmail.com,Aliya Pandey,5,1406.63,2025-08-09,Surat,yes
aarti_malhotra1298@yahoo.com,Aarti Malhotra,0,0.0,2024-08-13,Chennai,yes
divya.qureshi1301@outlook.com,divya qureshi,2,932.78,2024-11-11,Pune,no
manishmehta1304@outlook.com,Manish Mehta,1,332.06,2026-02-01,Ahmedabad,no
kunal.das1305@outlook.com,Kunal Das,17,8591.73,2025-04-16,Chandigarh,yes
kiran_singh1307@hotmail.com,kiran singh,3,2083.84,2024-11-28,Kochi,yes
adityamenon1308@yahoo.com,Aditya Menon,1,637.81,2025-11-03,Pune,yes
prtaiksha_qureshi1310@rediffmail.com,Pratiksha Qureshi,4,2249.51,2024-06-29,Mumbai,no
gauravchoudhary1311@outlook.com,Gaurav C.,19,9260.51,2026-01-18,Ahmedabad,no
sanjay.hussain1312@hotmail.com,Sanjay Hussain,0,0.0,2025-11-06,Indore,yes
riya.rao1314@outlook.com,Riya Rao,4,2091.61,2025-12-18,Hyderabad,yes
tarun.sharma1316@rediffmail.com,Tarun Sharma,1,486.81,2025-02-03,Pune,yes
rohan.chatterjee1317@outlook.com,Rohan Chatterjee,0,0.0,2025-12-30,Surat,no
akash_roy1318@rediffmail.com,Akash Roy,6,4108.88,2025-01-31,Ahmedabad,yes
komal.hussain1320@yahoo.com,Komal Hussain,9,6424.88,2025-11-19,Gurugram,yes
sapnachatterjee1322@outlook.com,Sapna Chatterjee,1,482.44,2025-09-17,Indore,no
sneha.menon1324@yahoo.com,sneha menon,3,1957.03,2025-07-13,Kochi,yes
kiranpillai1325@outlook.com,K. Pillai,2,1139.16,2025-02-21,Delhi,yes
geeta.mehta1326@gmail.com,Geeta Mehta,1,428.79,2025-01-12,Delhi,yes
harihs.joshi1327@gmail.com,Harish Joshi,14,5362.64,2025-04-08,Hyderabad,yes
abhishek_bansal1329@hotmail.com,A. Bansal,10,5886.54,2025-02-11,Kochi,yes
varun_roy1331@yahoo.com,Varun Roy,1,305.5,2025-03-13,Pune,yes
divyashah1333@outlook.com,Divya S.,0,0.0,2025-06-07,Pune,no
rashmi.verma1337@hotmail.com,Rashmi Verma,20,8705.87,2025-05-12,Kolkata,no
karthik.desai1338@rediffmail.com,Karthik Desai,1,436.5,2026-03-31,Delhi,yes
mohan_chatterjee1339@gmail.com,Mohan Chatterjee,5,3037.49,2026-01-26,Noida,no
naveensharma1340@gmail.com,Naveen Sharma,0,0.0,2025-09-09,Mumbai,yes
sushma.apndey1342@hotmail.com,Sushma Pandey,10,3543.28,2025-07-07,Kochi,yes
faisal_subramanian1343@yahoo.com,faisal subramanian,18,12941.15,2025-05-26,Indore,no
ayesha.shah1345@hotmail.com,Ayesha Shah,6,2602.46,2025-02-07,Delhi,yes
ayesha_saxena1347@yahoo.com,A. Saxena,5,1492.58,2024-10-31,Noida,no
priya_mehta1348@yahoo.com,Priya Mehta,9,2624.98,2026-02-21,Chandigarh,no
sanpasen1349@gmail.com,Sapna Sen,6,2661.45,2024-10-19,Kolkata,yes
karthik_nair1350@outlook.com,Karthik Nair,6,2686.98,2025-08-29,Bengaluru,yes
pranavchoudhary1352@outlook.com,Pranav Choudhary,20,13695.22,2025-10-17,Delhi,no
aishwaryashah1354@yahoo.com,Aishwarya Shah,9,5801.86,2024-11-09,Jaipur,yes
akash_rao1355@yahoo.com,Akash Rao,7,4832.32,2025-05-08,Chandigarh,yes
gaurav.khan1356@yahoo.com,Gaurav K.,5,3538.8,2026-01-28,Hyderabad,yes
megha.ahmed1357@hotmail.com,Megha Ahmed,0,0.0,2024-09-10,Mumbai,yes
rekhayadav1359@outlook.com,R. Yadav,2,875.12,2025-02-23,Kolkata,no
vikramtrivedi1360@gmail.com,Vikram Trivedi,0,0.0,2025-07-24,Hyderabad,no
manish_khanna1362@yahoo.com,Manish Khanna,2,1131.81,2024-08-21,Chennai,yes
amit_sharma1363@outlook.com,Amit Sharma,2,671.94,2025-10-13,Hyderabad,no
kiran.menon1365@hotmail.com,Kiran Menon,8,2921.33,2025-12-06,Mumbai,yes
maheshdas1367@hotmail.com,Mahesh Das,4,1342.65,2026-01-12,Delhi,no
ritu_trivedi1369@gmail.com,Ritu Trivedi,3,1870.79,2025-06-19,Hyderabad,yes
kunal.bhat1370@outlook.com,Kunal Bhat,3,1526.91,2024-07-14,Chandigarh,yes
arjun.reddy3171@outlook.com,Arjun Reddy,2,1255.15,2025-06-18,Pune,yes
ashokhussain1372@yahoo.com,Ashok Hussain,0,0.0,2025-03-16,Delhi,yes
tarunsheikh1374@rediffmail.com,Tarun Sheikh,7,4639.47,2026-02-20,Gurugram,yes
nitinbose1376@hotmail.com,Nitin Bose,4,2233.23,2024-08-10,Jaipur,yes
ayesha.desai1378@hotmail.com,Ayesha D.,14,6520.53,2024-10-28,Ahmedabad,yes
